app,variable,treatment,value
Spotify,v3,low_v3_download,130.97142
Spotify,v3,low_v3_download,139.441428
Spotify,v3,low_v3_download,151.205328
Spotify,v3,low_v3_download,151.36218
Spotify,v3,low_v3_download,151.519032
Spotify,v3,low_v3_download,151.519032
Spotify,v3,low_v3_download,151.519032
Spotify,v3,low_v3_download,151.519032
Spotify,v3,low_v3_download,151.989588
Spotify,v3,low_v3_download,152.460144
Spotify,v3,low_v3_download,152.773848
Spotify,v3,low_v3_download,153.871812
Spotify,v3,low_v3_download,154.028664
Spotify,v3,low_v3_download,154.185516
Spotify,v3,low_v3_download,154.342368
Spotify,v3,low_v3_download,154.342368
Spotify,v3,low_v3_download,154.49922
Spotify,v3,low_v3_download,154.49922
Spotify,v3,low_v3_download,154.49922
Spotify,v3,low_v3_download,154.656072
Spotify,v3,low_v3_download,154.812924
Spotify,v3,low_v3_download,155.440332
Spotify,v3,low_v3_download,156.06774
Spotify,v3,low_v3_download,156.381444
Spotify,v3,low_v3_download,156.538296
Spotify,v3,low_v3_download,161.55756
Spotify,v3,low_v3_download,185.08536
Spotify,v3,low_v3_download,191.35944
Spotify,v3,low_v3_download,196.065
Spotify,v3,low_v3_download,207.04464
Spotify,v3,normal_v3_wifi,117.736416
Spotify,v3,normal_v3_wifi,122.097024
Spotify,v3,normal_v3_wifi,133.777224
Spotify,v3,normal_v3_wifi,138.760776
Spotify,v3,normal_v3_wifi,145.768896
Spotify,v3,normal_v3_wifi,153.244224
Spotify,v3,normal_v3_wifi,153.711432
Spotify,v3,normal_v3_wifi,153.711432
Spotify,v3,normal_v3_wifi,154.17864
Spotify,v3,normal_v3_wifi,154.490112
Spotify,v3,normal_v3_wifi,155.113056
Spotify,v3,normal_v3_wifi,155.736
Spotify,v3,normal_v3_wifi,157.29336
Spotify,v3,normal_v3_wifi,157.29336
Spotify,v3,normal_v3_wifi,157.29336
Spotify,v3,normal_v3_wifi,158.85072
Spotify,v3,normal_v3_wifi,158.85072
Spotify,v3,normal_v3_wifi,158.85072
Spotify,v3,normal_v3_wifi,160.40808
Spotify,v3,normal_v3_wifi,161.96544
Spotify,v3,normal_v3_wifi,161.96544
Spotify,v3,normal_v3_wifi,180.65376
Spotify,v3,normal_v3_wifi,189.99792
Spotify,v3,normal_v3_wifi,189.99792
Spotify,v3,normal_v3_wifi,193.11264
Spotify,v3,normal_v3_wifi,196.22736
Spotify,v3,normal_v3_wifi,200.89944
Spotify,v3,normal_v3_wifi,200.89944
Spotify,v3,normal_v3_wifi,202.4568
Spotify,v3,normal_v3_wifi,208.68624
Spotify,v3,veryhigh_v3_wifi,134.585784
Spotify,v3,veryhigh_v3_wifi,136.147104
Spotify,v3,veryhigh_v3_wifi,143.329176
Spotify,v3,veryhigh_v3_wifi,154.414548
Spotify,v3,veryhigh_v3_wifi,156.132
Spotify,v3,veryhigh_v3_wifi,156.132
Spotify,v3,veryhigh_v3_wifi,156.132
Spotify,v3,veryhigh_v3_wifi,157.69332
Spotify,v3,veryhigh_v3_wifi,157.69332
Spotify,v3,veryhigh_v3_wifi,157.69332
Spotify,v3,veryhigh_v3_wifi,157.69332
Spotify,v3,veryhigh_v3_wifi,157.69332
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,159.25464
Spotify,v3,veryhigh_v3_wifi,160.81596
Spotify,v3,veryhigh_v3_wifi,167.06124
Spotify,v3,veryhigh_v3_wifi,173.30652
Spotify,v3,veryhigh_v3_wifi,184.23576
Spotify,v3,veryhigh_v3_wifi,188.91972
Spotify,v3,veryhigh_v3_wifi,193.60368
